SAMPLE_DATE,PM25_CONCENTRATION,UNITS,STATE,COUNTY,MSA
07222006,18.2,ug/m3 LC,01,003,
07252006,7.1,ug/m3 LC,01,003,
07282006,10.4,ug/m3 LC,01,003,
07312006,6.5,ug/m3 LC,01,003,
08032006,22.4,ug/m3 LC,01,003,
08062006,6.4,ug/m3 LC,01,003,
08092006,11.8,ug/m3 LC,01,003,
08122006,7.4,ug/m3 LC,01,003,
08152006,12.7,ug/m3 LC,01,003,
08182006,12.5,ug/m3 LC,01,003,
08212006,22,ug/m3 LC,01,003,
08242006,12.4,ug/m3 LC,01,003,
09022006,24,ug/m3 LC,01,003,
09052006,26.7,ug/m3 LC,01,003,
09082006,11,ug/m3 LC,01,003,
09112006,5,ug/m3 LC,01,003,
09142006,19.3,ug/m3 LC,01,003,
09172006,11.8,ug/m3 LC,01,003,
09232006,13.2,ug/m3 LC,01,003,
10202006,4.6,ug/m3 LC,01,003,
10232006,5.9,ug/m3 LC,01,003,
10262006,13.2,ug/m3 LC,01,003,
10292006,10.8,ug/m3 LC,01,003,
11012006,9.8,ug/m3 LC,01,003,
11042006,9.7,ug/m3 LC,01,003,
11072006,5.4,ug/m3 LC,01,003,
11102006,11.8,ug/m3 LC,01,003,
11132006,11.6,ug/m3 LC,01,003,
11162006,7.8,ug/m3 LC,01,003,
11192006,15.9,ug/m3 LC,01,003,
11222006,7.1,ug/m3 LC,01,003,
12012006,4.6,ug/m3 LC,01,003,
12042006,8.2,ug/m3 LC,01,003,
12072006,13.4,ug/m3 LC,01,003,
12102006,8.6,ug/m3 LC,01,003,
12132006,9.7,ug/m3 LC,01,003,
12162006,13.3,ug/m3 LC,01,003,
12192006,15.1,ug/m3 LC,01,003,
12222006,2.5,ug/m3 LC,01,003,
12252006,4.1,ug/m3 LC,01,003,
12282006,9.4,ug/m3 LC,01,003,
12312006,4.7,ug/m3 LC,01,003,
01022006,8.8,ug/m3 LC,01,027,
01052006,12.2,ug/m3 LC,01,027,
01082006,11.7,ug/m3 LC,01,027,
01112006,7.8,ug/m3 LC,01,027,
01142006,4.3,ug/m3 LC,01,027,
01172006,4.1,ug/m3 LC,01,027,
01202006,8.8,ug/m3 LC,01,027,
01232006,2.1,ug/m3 LC,01,027,
01262006,3.5,ug/m3 LC,01,027,
01292006,4.9,ug/m3 LC,01,027,
02012006,6.7,ug/m3 LC,01,027,
02042006,3.2,ug/m3 LC,01,027,
02072006,5.8,ug/m3 LC,01,027,
02102006,12.7,ug/m3 LC,01,027,
02132006,8.3,ug/m3 LC,01,027,
02162006,12.8,ug/m3 LC,01,027,
02192006,14,ug/m3 LC,01,027,
02222006,5.6,ug/m3 LC,01,027,
02252006,8.3,ug/m3 LC,01,027,
02282006,11.4,ug/m3 LC,01,027,
03032006,13.2,ug/m3 LC,01,027,
03062006,15.2,ug/m3 LC,01,027,
03092006,12.9,ug/m3 LC,01,027,
03122006,9.1,ug/m3 LC,01,027,
03152006,5.7,ug/m3 LC,01,027,
03182006,20.4,ug/m3 LC,01,027,
03212006,7.2,ug/m3 LC,01,027,
03242006,7.7,ug/m3 LC,01,027,
03272006,11.3,ug/m3 LC,01,027,
03302006,18.3,ug/m3 LC,01,027,
04022006,17.3,ug/m3 LC,01,027,
04052006,7.8,ug/m3 LC,01,027,
04082006,8.4,ug/m3 LC,01,027,
04112006,10.2,ug/m3 LC,01,027,
04142006,16.4,ug/m3 LC,01,027,
04172006,18.6,ug/m3 LC,01,027,
04202006,11.5,ug/m3 LC,01,027,
04232006,18.1,ug/m3 LC,01,027,
04262006,13.2,ug/m3 LC,01,027,
04292006,17.1,ug/m3 LC,01,027,
05022006,13,ug/m3 LC,01,027,
05052006,11.2,ug/m3 LC,01,027,
05082006,20.3,ug/m3 LC,01,027,
05112006,6,ug/m3 LC,01,027,
05142006,9.3,ug/m3 LC,01,027,
05172006,9.3,ug/m3 LC,01,027,
05202006,12.3,ug/m3 LC,01,027,
05232006,19,ug/m3 LC,01,027,
05262006,15.4,ug/m3 LC,01,027,
05292006,22.1,ug/m3 LC,01,027,
06012006,21.7,ug/m3 LC,01,027,
06042006,13.8,ug/m3 LC,01,027,
06072006,20.8,ug/m3 LC,01,027,
06102006,18.3,ug/m3 LC,01,027,
06132006,18.2,ug/m3 LC,01,027,
06162006,24.4,ug/m3 LC,01,027,
06192006,18.9,ug/m3 LC,01,027,
06222006,25.8,ug/m3 LC,01,027,
06252006,12.7,ug/m3 LC,01,027,
06282006,14,ug/m3 LC,01,027,
07012006,18.1,ug/m3 LC,01,027,
07042006,22.7,ug/m3 LC,01,027,
07072006,18.3,ug/m3 LC,01,027,
07102006,22.1,ug/m3 LC,01,027,
07132006,9.9,ug/m3 LC,01,027,
07162006,15,ug/m3 LC,01,027,
07192006,33.9,ug/m3 LC,01,027,
07222006,15.6,ug/m3 LC,01,027,
07252006,15.6,ug/m3 LC,01,027,
07282006,12,ug/m3 LC,01,027,
07312006,15.5,ug/m3 LC,01,027,
08032006,21.7,ug/m3 LC,01,027,
08062006,16.7,ug/m3 LC,01,027,
08092006,17.7,ug/m3 LC,01,027,
08122006,9.8,ug/m3 LC,01,027,
08182006,30.5,ug/m3 LC,01,027,
08212006,19.6,ug/m3 LC,01,027,
08242006,25.9,ug/m3 LC,01,027,
08272006,10.8,ug/m3 LC,01,027,
08302006,8.1,ug/m3 LC,01,027,
09022006,22.4,ug/m3 LC,01,027,
09052006,28,ug/m3 LC,01,027,
09082006,19.3,ug/m3 LC,01,027,
09112006,27.9,ug/m3 LC,01,027,
09142006,13,ug/m3 LC,01,027,
09172006,28.7,ug/m3 LC,01,027,
09202006,7.9,ug/m3 LC,01,027,
09232006,13,ug/m3 LC,01,027,
09262006,11.5,ug/m3 LC,01,027,
09292006,6.4,ug/m3 LC,01,027,
10022006,15.6,ug/m3 LC,01,027,
10052006,22.7,ug/m3 LC,01,027,
10082006,7.2,ug/m3 LC,01,027,
10112006,15.4,ug/m3 LC,01,027,
10142006,7.8,ug/m3 LC,01,027,
10172006,7.2,ug/m3 LC,01,027,
10202006,4.1,ug/m3 LC,01,027,
10232006,6.5,ug/m3 LC,01,027,
10262006,13.5,ug/m3 LC,01,027,
10292006,6,ug/m3 LC,01,027,
11012006,9.1,ug/m3 LC,01,027,
11042006,7,ug/m3 LC,01,027,
11072006,8.4,ug/m3 LC,01,027,
11102006,14.7,ug/m3 LC,01,027,
11132006,9.9,ug/m3 LC,01,027,
11162006,4,ug/m3 LC,01,027,
11192006,18.8,ug/m3 LC,01,027,
11222006,6.5,ug/m3 LC,01,027,
11252006,11.7,ug/m3 LC,01,027,
11282006,10.5,ug/m3 LC,01,027,
12012006,4.7,ug/m3 LC,01,027,
12042006,6,ug/m3 LC,01,027,
12072006,8.9,ug/m3 LC,01,027,
12102006,7.8,ug/m3 LC,01,027,
12132006,9.5,ug/m3 LC,01,027,
12162006,12.5,ug/m3 LC,01,027,
12192006,18.2,ug/m3 LC,01,027,
12222006,3.7,ug/m3 LC,01,027,
12252006,3.9,ug/m3 LC,01,027,
12282006,8.9,ug/m3 LC,01,027,
12312006,3.1,ug/m3 LC,01,027,
01022006,12.8,ug/m3 LC,01,033,
01052006,12.8,ug/m3 LC,01,033,
01082006,8,ug/m3 LC,01,033,
01112006,7.1,ug/m3 LC,01,033,
01142006,3.4,ug/m3 LC,01,033,
01172006,3.9,ug/m3 LC,01,033,
01202006,8.3,ug/m3 LC,01,033,
01232006,5.1,ug/m3 LC,01,033,
01262006,4.8,ug/m3 LC,01,033,
01292006,3.4,ug/m3 LC,01,033,
02012006,11.3,ug/m3 LC,01,033,
02042006,3.8,ug/m3 LC,01,033,
02072006,6.3,ug/m3 LC,01,033,
02102006,16.2,ug/m3 LC,01,033,
02132006,8.3,ug/m3 LC,01,033,
02162006,10.8,ug/m3 LC,01,033,
02192006,9.3,ug/m3 LC,01,033,
02222006,6.8,ug/m3 LC,01,033,
02252006,9.5,ug/m3 LC,01,033,
02282006,10.5,ug/m3 LC,01,033,
03032006,14.6,ug/m3 LC,01,033,
03062006,12.3,ug/m3 LC,01,033,
03092006,10.9,ug/m3 LC,01,033,
03122006,10.6,ug/m3 LC,01,033,
03152006,7.9,ug/m3 LC,01,033,
03182006,12,ug/m3 LC,01,033,
03212006,10,ug/m3 LC,01,033,
03242006,4.9,ug/m3 LC,01,033,
03272006,10.5,ug/m3 LC,01,033,
03302006,14.5,ug/m3 LC,01,033,
04022006,13.7,ug/m3 LC,01,033,
04052006,10.2,ug/m3 LC,01,033,
04082006,9.4,ug/m3 LC,01,033,
04112006,12.3,ug/m3 LC,01,033,
04142006,13.3,ug/m3 LC,01,033,
04172006,10.7,ug/m3 LC,01,033,
04202006,14.1,ug/m3 LC,01,033,
04232006,10.9,ug/m3 LC,01,033,
04262006,12.9,ug/m3 LC,01,033,
04292006,19.3,ug/m3 LC,01,033,
05022006,14.6,ug/m3 LC,01,033,
05052006,10.7,ug/m3 LC,01,033,
05082006,10.2,ug/m3 LC,01,033,
05112006,4.7,ug/m3 LC,01,033,
05142006,5.6,ug/m3 LC,01,033,
05172006,8.7,ug/m3 LC,01,033,
05202006,14.6,ug/m3 LC,01,033,
05232006,16.8,ug/m3 LC,01,033,
05262006,10.8,ug/m3 LC,01,033,
05292006,15.3,ug/m3 LC,01,033,
06012006,20.1,ug/m3 LC,01,033,
06042006,11.2,ug/m3 LC,01,033,
06072006,15.1,ug/m3 LC,01,033,
06102006,16.3,ug/m3 LC,01,033,
06132006,18.7,ug/m3 LC,01,033,
06162006,20.9,ug/m3 LC,01,033,
06192006,8.8,ug/m3 LC,01,033,
06222006,21.4,ug/m3 LC,01,033,
06252006,24.4,ug/m3 LC,01,033,
06282006,11.3,ug/m3 LC,01,033,
07012006,16.7,ug/m3 LC,01,033,
07042006,20.6,ug/m3 LC,01,033,
07072006,16.1,ug/m3 LC,01,033,
07102006,13.2,ug/m3 LC,01,033,
07132006,19.3,ug/m3 LC,01,033,
07162006,17,ug/m3 LC,01,033,
07192006,28.1,ug/m3 LC,01,033,
07222006,13.1,ug/m3 LC,01,033,
07252006,17.1,ug/m3 LC,01,033,
07282006,9.8,ug/m3 LC,01,033,
07312006,10.7,ug/m3 LC,01,033,
08032006,19.6,ug/m3 LC,01,033,
08062006,14.9,ug/m3 LC,01,033,
08092006,12.9,ug/m3 LC,01,033,
08122006,13.3,ug/m3 LC,01,033,
08152006,14.5,ug/m3 LC,01,033,
08182006,32.2,ug/m3 LC,01,033,
08212006,21,ug/m3 LC,01,033,
08242006,28.9,ug/m3 LC,01,033,
08272006,13.6,ug/m3 LC,01,033,
08302006,14.4,ug/m3 LC,01,033,
09022006,12.3,ug/m3 LC,01,033,
09052006,19.1,ug/m3 LC,01,033,
09082006,21.8,ug/m3 LC,01,033,
09112006,26.2,ug/m3 LC,01,033,
09142006,12.6,ug/m3 LC,01,033,
09172006,24,ug/m3 LC,01,033,
09202006,7.3,ug/m3 LC,01,033,
09232006,9.9,ug/m3 LC,01,033,
09262006,8.9,ug/m3 LC,01,033,
09292006,6.1,ug/m3 LC,01,033,
10022006,11.3,ug/m3 LC,01,033,
10052006,20.9,ug/m3 LC,01,033,
10082006,10.7,ug/m3 LC,01,033,
10112006,16.1,ug/m3 LC,01,033,
10142006,5.8,ug/m3 LC,01,033,
10172006,6.5,ug/m3 LC,01,033,
10202006,7.4,ug/m3 LC,01,033,
10232006,5.4,ug/m3 LC,01,033,
10262006,11.9,ug/m3 LC,01,033,
10292006,7.6,ug/m3 LC,01,033,
11012006,8.6,ug/m3 LC,01,033,
11042006,9.1,ug/m3 LC,01,033,
11072006,7.6,ug/m3 LC,01,033,
11102006,8.8,ug/m3 LC,01,033,
11192006,19.9,ug/m3 LC,01,033,
11222006,6.9,ug/m3 LC,01,033,
11252006,17.2,ug/m3 LC,01,033,
11282006,19.2,ug/m3 LC,01,033,
12012006,4,ug/m3 LC,01,033,
12042006,34,ug/m3 LC,01,033,
12072006,9.5,ug/m3 LC,01,033,
12102006,11.5,ug/m3 LC,01,033,
12132006,7.4,ug/m3 LC,01,033,
12162006,15.7,ug/m3 LC,01,033,
12192006,13,ug/m3 LC,01,033,
12222006,5.9,ug/m3 LC,01,033,
12252006,4.7,ug/m3 LC,01,033,
12282006,9.9,ug/m3 LC,01,033,
12312006,4.1,ug/m3 LC,01,033,
01022006,9.4,ug/m3 LC,01,049,
01052006,12.2,ug/m3 LC,01,049,
01082006,9.5,ug/m3 LC,01,049,
01112006,6.5,ug/m3 LC,01,049,
01142006,6.8,ug/m3 LC,01,049,
01172006,3.9,ug/m3 LC,01,049,
01202006,9.5,ug/m3 LC,01,049,
01232006,3,ug/m3 LC,01,049,
01262006,5.7,ug/m3 LC,01,049,
01292006,8,ug/m3 LC,01,049,
02012006,10.6,ug/m3 LC,01,049,
02042006,3.5,ug/m3 LC,01,049,
02072006,8,ug/m3 LC,01,049,
02102006,16.5,ug/m3 LC,01,049,
02132006,11.5,ug/m3 LC,01,049,
02162006,13.4,ug/m3 LC,01,049,
02192006,13.7,ug/m3 LC,01,049,
02222006,5.6,ug/m3 LC,01,049,
02252006,10.8,ug/m3 LC,01,049,
02282006,10.9,ug/m3 LC,01,049,
03032006,15.9,ug/m3 LC,01,049,
03062006,17.8,ug/m3 LC,01,049,
03092006,10,ug/m3 LC,01,049,
03122006,10.3,ug/m3 LC,01,049,
03152006,8.4,ug/m3 LC,01,049,
03182006,15.4,ug/m3 LC,01,049,
03212006,10.5,ug/m3 LC,01,049,
03242006,13.7,ug/m3 LC,01,049,
03272006,15.3,ug/m3 LC,01,049,
03302006,17.4,ug/m3 LC,01,049,
04022006,14.5,ug/m3 LC,01,049,
04052006,9.1,ug/m3 LC,01,049,
04082006,8.5,ug/m3 LC,01,049,
04112006,13.6,ug/m3 LC,01,049,
04142006,16.5,ug/m3 LC,01,049,
04172006,17.4,ug/m3 LC,01,049,
04202006,15.2,ug/m3 LC,01,049,
04232006,12,ug/m3 LC,01,049,
04262006,11.4,ug/m3 LC,01,049,
04292006,19.4,ug/m3 LC,01,049,
05022006,16.3,ug/m3 LC,01,049,
05082006,12.5,ug/m3 LC,01,049,
05112006,5.3,ug/m3 LC,01,049,
05142006,7.4,ug/m3 LC,01,049,
05172006,10.1,ug/m3 LC,01,049,
05202006,12.4,ug/m3 LC,01,049,
05232006,15.9,ug/m3 LC,01,049,
05262006,15.8,ug/m3 LC,01,049,
05292006,26,ug/m3 LC,01,049,
06012006,24,ug/m3 LC,01,049,
06072006,20.3,ug/m3 LC,01,049,
06102006,29.2,ug/m3 LC,01,049,
06132006,22.6,ug/m3 LC,01,049,
06162006,24.9,ug/m3 LC,01,049,
06192006,18.1,ug/m3 LC,01,049,
06222006,23.2,ug/m3 LC,01,049,
06252006,12.7,ug/m3 LC,01,049,
06282006,15.4,ug/m3 LC,01,049,
07012006,13.5,ug/m3 LC,01,049,
07042006,30.3,ug/m3 LC,01,049,
07072006,19.6,ug/m3 LC,01,049,
07102006,21.5,ug/m3 LC,01,049,
07132006,18.2,ug/m3 LC,01,049,
07162006,19.6,ug/m3 LC,01,049,
07192006,29.9,ug/m3 LC,01,049,
07222006,11.2,ug/m3 LC,01,049,
07252006,16.7,ug/m3 LC,01,049,
07282006,9.9,ug/m3 LC,01,049,
08122006,11.7,ug/m3 LC,01,049,
08152006,13.6,ug/m3 LC,01,049,
08182006,33.3,ug/m3 LC,01,049,
08212006,20.1,ug/m3 LC,01,049,
08242006,32.1,ug/m3 LC,01,049,
08272006,15.9,ug/m3 LC,01,049,
08302006,9.6,ug/m3 LC,01,049,
09022006,12.8,ug/m3 LC,01,049,
09052006,17.7,ug/m3 LC,01,049,
09082006,21.4,ug/m3 LC,01,049,
09112006,31.7,ug/m3 LC,01,049,
09142006,9.2,ug/m3 LC,01,049,
09172006,26.3,ug/m3 LC,01,049,
09202006,8.5,ug/m3 LC,01,049,
09232006,11,ug/m3 LC,01,049,
09262006,12,ug/m3 LC,01,049,
09292006,5.9,ug/m3 LC,01,049,
10022006,16.7,ug/m3 LC,01,049,
10052006,19,ug/m3 LC,01,049,
10082006,6.8,ug/m3 LC,01,049,
10112006,16.8,ug/m3 LC,01,049,
10142006,8.2,ug/m3 LC,01,049,
10172006,9,ug/m3 LC,01,049,
10202006,5.1,ug/m3 LC,01,049,
10232006,7.3,ug/m3 LC,01,049,
10262006,11.3,ug/m3 LC,01,049,
10292006,7.8,ug/m3 LC,01,049,
11012006,12,ug/m3 LC,01,049,
11042006,8.6,ug/m3 LC,01,049,
11072006,9.8,ug/m3 LC,01,049,
11102006,17.2,ug/m3 LC,01,049,
11132006,10.7,ug/m3 LC,01,049,
11162006,4.3,ug/m3 LC,01,049,
11192006,20.3,ug/m3 LC,01,049,
11222006,5.6,ug/m3 LC,01,049,
12012006,5.2,ug/m3 LC,01,049,
12042006,7.6,ug/m3 LC,01,049,
12072006,9,ug/m3 LC,01,049,
12102006,15.8,ug/m3 LC,01,049,
12132006,9.1,ug/m3 LC,01,049,
12162006,16.3,ug/m3 LC,01,049,
12192006,16.1,ug/m3 LC,01,049,
12222006,6.8,ug/m3 LC,01,049,
12252006,4.5,ug/m3 LC,01,049,
12282006,11.9,ug/m3 LC,01,049,
12312006,5,ug/m3 LC,01,049,
01022006,14.4,ug/m3 LC,01,053,
01052006,18.1,ug/m3 LC,01,053,
01082006,9.4,ug/m3 LC,01,053,
01112006,8.7,ug/m3 LC,01,053,
01142006,2.9,ug/m3 LC,01,053,
01172006,4.7,ug/m3 LC,01,053,
01202006,13.2,ug/m3 LC,01,053,
01232006,6.1,ug/m3 LC,01,053,
01262006,7,ug/m3 LC,01,053,
01292006,8.8,ug/m3 LC,01,053,
02012006,11.4,ug/m3 LC,01,053,
02042006,1.8,ug/m3 LC,01,053,
02072006,4.7,ug/m3 LC,01,053,
02102006,17.4,ug/m3 LC,01,053,
02132006,11.3,ug/m3 LC,01,053,
02162006,13.7,ug/m3 LC,01,053,
02192006,11.2,ug/m3 LC,01,053,
02222006,12,ug/m3 LC,01,053,
02252006,6.9,ug/m3 LC,01,053,
02282006,15.5,ug/m3 LC,01,053,
03032006,16.9,ug/m3 LC,01,053,
03062006,23.7,ug/m3 LC,01,053,
03092006,12.4,ug/m3 LC,01,053,
03122006,6.9,ug/m3 LC,01,053,
03152006,6.5,ug/m3 LC,01,053,
03182006,21.2,ug/m3 LC,01,053,
03212006,5.9,ug/m3 LC,01,053,
03242006,8,ug/m3 LC,01,053,
03272006,12.7,ug/m3 LC,01,053,
03302006,32.4,ug/m3 LC,01,053,
04022006,10.9,ug/m3 LC,01,053,
04052006,11.7,ug/m3 LC,01,053,
04082006,12.3,ug/m3 LC,01,053,
04112006,9.2,ug/m3 LC,01,053,
04142006,12.8,ug/m3 LC,01,053,
04172006,14.9,ug/m3 LC,01,053,
04202006,12.2,ug/m3 LC,01,053,
04232006,15.1,ug/m3 LC,01,053,
04262006,8,ug/m3 LC,01,053,
04292006,17.4,ug/m3 LC,01,053,
05022006,14.4,ug/m3 LC,01,053,
05052006,10.6,ug/m3 LC,01,053,
05082006,20.9,ug/m3 LC,01,053,
05112006,6.3,ug/m3 LC,01,053,
05142006,13.3,ug/m3 LC,01,053,
05172006,15.8,ug/m3 LC,01,053,
05202006,12.4,ug/m3 LC,01,053,
05232006,17.8,ug/m3 LC,01,053,
05262006,10.3,ug/m3 LC,01,053,
05292006,15.6,ug/m3 LC,01,053,
06012006,24,ug/m3 LC,01,053,
06042006,16.3,ug/m3 LC,01,053,
06072006,18.3,ug/m3 LC,01,053,
06102006,21.2,ug/m3 LC,01,053,
06132006,20.1,ug/m3 LC,01,053,
06192006,17,ug/m3 LC,01,053,
06222006,14.3,ug/m3 LC,01,053,
06252006,14.1,ug/m3 LC,01,053,
06282006,31.5,ug/m3 LC,01,053,
07012006,31.5,ug/m3 LC,01,053,
07042006,12.4,ug/m3 LC,01,053,
07072006,10.7,ug/m3 LC,01,053,
07102006,22.8,ug/m3 LC,01,053,
07132006,7.4,ug/m3 LC,01,053,
07162006,8.5,ug/m3 LC,01,053,
07192006,13,ug/m3 LC,01,053,
07222006,20.7,ug/m3 LC,01,053,
07252006,9.2,ug/m3 LC,01,053,
07282006,12.8,ug/m3 LC,01,053,
07312006,10.4,ug/m3 LC,01,053,
08032006,14.9,ug/m3 LC,01,053,
08062006,7.8,ug/m3 LC,01,053,
08092006,15,ug/m3 LC,01,053,
08122006,13.7,ug/m3 LC,01,053,
08152006,11.8,ug/m3 LC,01,053,
08182006,21.7,ug/m3 LC,01,053,
08212006,24.1,ug/m3 LC,01,053,
08242006,15.3,ug/m3 LC,01,053,
08272006,7.2,ug/m3 LC,01,053,
08302006,11.7,ug/m3 LC,01,053,
09022006,21.4,ug/m3 LC,01,053,
09052006,24.4,ug/m3 LC,01,053,
09082006,10.8,ug/m3 LC,01,053,
09112006,12.2,ug/m3 LC,01,053,
09142006,13.7,ug/m3 LC,01,053,
09172006,16.3,ug/m3 LC,01,053,
09202006,10,ug/m3 LC,01,053,
09232006,9.6,ug/m3 LC,01,053,
09262006,13.4,ug/m3 LC,01,053,
09292006,6.8,ug/m3 LC,01,053,
10022006,21.6,ug/m3 LC,01,053,
10052006,27.8,ug/m3 LC,01,053,
10082006,9.3,ug/m3 LC,01,053,
10112006,13.3,ug/m3 LC,01,053,
10142006,10.2,ug/m3 LC,01,053,
10172006,7.2,ug/m3 LC,01,053,
10202006,4.3,ug/m3 LC,01,053,
10232006,5.4,ug/m3 LC,01,053,
10262006,14.8,ug/m3 LC,01,053,
10292006,9.2,ug/m3 LC,01,053,
11012006,17.6,ug/m3 LC,01,053,
11042006,9,ug/m3 LC,01,053,
11072006,17.9,ug/m3 LC,01,053,
11102006,4.9,ug/m3 LC,01,053,
11132006,12.9,ug/m3 LC,01,053,
11162006,6.8,ug/m3 LC,01,053,
11192006,17.3,ug/m3 LC,01,053,
11222006,9.1,ug/m3 LC,01,053,
11252006,15.4,ug/m3 LC,01,053,
11282006,13.5,ug/m3 LC,01,053,
12012006,4.9,ug/m3 LC,01,053,
12042006,6.2,ug/m3 LC,01,053,
12072006,22.2,ug/m3 LC,01,053,
12102006,11.4,ug/m3 LC,01,053,
12132006,9.6,ug/m3 LC,01,053,
12162006,15.7,ug/m3 LC,01,053,
12192006,20.5,ug/m3 LC,01,053,
12222006,3.6,ug/m3 LC,01,053,
12252006,3.7,ug/m3 LC,01,053,
12282006,13.8,ug/m3 LC,01,053,
12312006,4.1,ug/m3 LC,01,053,
01022006,11,ug/m3 LC,01,055,
01052006,12.1,ug/m3 LC,01,055,
01082006,9,ug/m3 LC,01,055,
01112006,7.7,ug/m3 LC,01,055,
01142006,5.6,ug/m3 LC,01,055,
01202006,10.4,ug/m3 LC,01,055,
01232006,5.1,ug/m3 LC,01,055,
01262006,5.5,ug/m3 LC,01,055,
01292006,5.6,ug/m3 LC,01,055,
02012006,11.6,ug/m3 LC,01,055,
02042006,3.4,ug/m3 LC,01,055,
02072006,8,ug/m3 LC,01,055,
02102006,14.9,ug/m3 LC,01,055,
02132006,11.4,ug/m3 LC,01,055,
02162006,16.6,ug/m3 LC,01,055,
02192006,12.6,ug/m3 LC,01,055,
02222006,8.3,ug/m3 LC,01,055,
02252006,11.6,ug/m3 LC,01,055,
02282006,12,ug/m3 LC,01,055,
03032006,12.5,ug/m3 LC,01,055,
03062006,14.7,ug/m3 LC,01,055,
03092006,10.5,ug/m3 LC,01,055,
03122006,10.7,ug/m3 LC,01,055,
03152006,7.3,ug/m3 LC,01,055,
03182006,15.1,ug/m3 LC,01,055,
03212006,8.6,ug/m3 LC,01,055,
03242006,9.3,ug/m3 LC,01,055,
03272006,14.7,ug/m3 LC,01,055,
03302006,18.9,ug/m3 LC,01,055,
04022006,17.3,ug/m3 LC,01,055,
04052006,10.6,ug/m3 LC,01,055,
04082006,8,ug/m3 LC,01,055,
04112006,14,ug/m3 LC,01,055,
04142006,18.6,ug/m3 LC,01,055,
04172006,18,ug/m3 LC,01,055,
04202006,19.6,ug/m3 LC,01,055,
04232006,13.8,ug/m3 LC,01,055,
04262006,11.4,ug/m3 LC,01,055,
04292006,18.7,ug/m3 LC,01,055,
05022006,18,ug/m3 LC,01,055,
05052006,12.9,ug/m3 LC,01,055,
05082006,16.5,ug/m3 LC,01,055,
05112006,5.3,ug/m3 LC,01,055,
05142006,7,ug/m3 LC,01,055,
05172006,8.2,ug/m3 LC,01,055,
05202006,13.2,ug/m3 LC,01,055,
05232006,18.3,ug/m3 LC,01,055,
05262006,18.7,ug/m3 LC,01,055,
06012006,25.2,ug/m3 LC,01,055,
06042006,14.5,ug/m3 LC,01,055,
06072006,18,ug/m3 LC,01,055,
06102006,22.1,ug/m3 LC,01,055,
06132006,22.7,ug/m3 LC,01,055,
06162006,25.5,ug/m3 LC,01,055,
06192006,21.3,ug/m3 LC,01,055,
06222006,21.3,ug/m3 LC,01,055,
06252006,14,ug/m3 LC,01,055,
06282006,17.2,ug/m3 LC,01,055,
07012006,17.2,ug/m3 LC,01,055,
