FID_,YEAR_,STATE,UNIT_ID,FIRE_NUM,FIRE_NAME,AGENCY,ALARM_DATE,CONT_DATE,C_METHOD,CAUSE,INC_NUM,OBJECTIVE,COMMENTS,REPORT_AC,GIS_ACRES,Shape_Leng,Shape_Area
,2007,CA,KRN,717959,MOUNTAIN,CCO,20070719,20070719,1,14,717959,1, ,840.56,840.5579834,10229.11523,3401618.781
,2007,CA,KRN,713610,WOFFORD,USF,20070509,20070513,2,9,0,1, ,567,567.4569702,7154.99835,2296415.401
,2007,CA,FKU,9400,AUBERRY,CDF,20070828,20070903,2,10,9400,1, ,150,150.9360046,3302.735287,610816.5577
,2007,CA,FKU,9688,GATOS,CDF,20070902,20070905,2,1,9688,1, ,100,83.0522003,2298.988366,336100.3266
,2007,CA,MMU,0,HIGHWAY 41/ RD 209 3,CDF,20070520,0,6,14,5998,1, ,0,329.0809937,5371.204505,1331743.231
,2007,CA,KNP,113,BALDY RIDGE,NPS,20071101,20071201,1,1,0,2, ,20,19.6924992,2177.991104,79692.52018
,2007,CA,KNP,35,WILLOW,NPS,20070719,20071106,2,1,0,2, ,185,184.826004,5195.094653,747965.0671
,2007,CA,BBD,1504,BROWN,BLM,20070720,20070623,1,9,1504,1, ,84.7,1430.319946,16089.60509,5788288.833
,2007,CA,BBD,1379,BODFISH,BLM,20070610,20070611,2,14,1379,1, ,213,213.1159973,4154.091671,862450.6722
,2007,CA,BBD,2767,SAN BENITO,BLM,20070818,20070819,8,14,2767,1, ,15,16.0366001,1531.186704,64897.92618
,2007,CA,FKU,2844,PANOCHE,CDF,20070322,20070323,1,11,2844,1, ,300,73.7870026,2596.855936,298605.6014
,2007,CA,FKU,8730,TAR,CDF,20070810,20070819,2,14,8730,1, ,5670,5671.029785,24980.06043,22949836.58
,2007,CA,STF,90,BOURLAND,USF,20071030,20070000,6,1, ,2,20090305,28,29.3581009,1848.910202,118807.8859
,2007,CA,SNF,4,MONO,USF,20070405,20070525,2,1,4,1, ,98,98.0835037,5165.600886,396929.6959
,2007,CA,SQF,66,RICHBAR,USF,20071023,20071023,6,9,66,1, ,13,13.4326,926.1922271,54359.78211
,2007,CA,SQF,36,RIVER,USF,20070801,20070801,6,2,36,1, ,150,149.8869934,3220.092817,606570.0776
,2007,CA,SNF,37,DEVIL,USF,20070809,20070810,7,4,37,1, ,12,12.1688995,1669.060351,49245.959
,2007,CA,SQF,11,GOLDLEDGE,USF,20070603,20070616,2,9,11,1, ,4200,4196.02002,23759.6396,16980678.53
,2007,CA,SQF,42,GROUSE,USF,20070827,20071218,6,1,42,1, ,1022,1004.109985,10368.89716,4063506.091
,2007,CA,SQF,4,JAMES,USF,20070429,20070802,1,9,4,1, ,1350,1348.930054,16205.21524,5458935.744
,2007,CA,BBD,2293,BAILEY,BLM,0,20070722,1,14,2293,1, ,53.3,53.4463005,3804.548255,216289.5476
,2007,CA,BBD,2844,LITTLE,BLM,20070322,0,0,9,2844,1, ,0,66.902298,2674.090279,270744.0312
,2007,CA,BBD,7016,YOKHOL,BLM,20070715,0,0,14,7016,1,Data was provided without projection file assumed nad 83.,0,77.2032013,2826.201559,312430.3768
,2007,CA,BBD,1568,CANYON,BLM,20070723,20070624,1,9,1568,1, ,84.7,84.7237015,2693.526124,342864.8472
,2007,CA,FKU,9029,POWER HOUSE,CDF,20070818,20070819,2,10,9029,1, ,45,45.7994995,1740.000897,185344.1215
,2007,CA,YNP,2367,GRANT,NPS,20070710,20070920,1,1,0,2, ,13.35,13.3514004,1831.716649,54031.29549
,2007,CA,YNP,2397,BABCOCK,NPS,20070711,20070920,1,1,0,2, ,263.5,263.4330139,5100.384581,1066076.133
,2007,CA,YNP,3762,BALD WFU,NPS,20070830,20070905,1,1,0,2,This fire was converted from a WFU on 9/5,331.8,331.625,4470.819127,1342037.469
,2007,CA,YNP,3927,BALD WF,NPS,20070905,20070915,1,1,0,1,This fire was converted to a WF on 9/5,78.6,78.5916977,2993.73976,318049.5041
,2007,CA,YNP,4777,JACK WFU,NPS,20071029,20071107,1,1,0,2,This fire was converted from a WFU on 11/8,23.65,23.6336994,1710.291534,95642.1928
,2007,CA,YNP,4801,DEVIL,NPS,20071029,20071208,2,1,0,2, ,239.4,239.2610016,3986.218532,968254.0078
,2007,CA,YNP,4850,JACK WF,NPS,20071108,20071208,2,1,0,1,This fire was converted to a WF on 11/8,1106,1106.25,12308.82038,4476824.828
,2007,CA,SCU,0,LICK,CDF,20070903,20070915,2,5,5214,1, ,47760,47748.30078,89863.37783,193230406.1
,2007,CA,TCU,331,MURRAY,CDF,20070525,20070526,1,5,4493,1, ,110,102.8669968,3247.670676,416288.8647
,2007,CA,TCU,371,DUNTON,CDF,20070604,20070604,1,2,4883,1, ,208,208.2369995,4783.633787,842703.7676
,2007,CA,TCU,470,SHELL,CDF,20070702,20070703,1,14,5881,1, ,100,101.4229965,3448.262719,410442.5007
,2007,CA,TCU,550,GASSNER,CDF,20070721,20070721,1,14,6680,1, ,230,228.9830017,5200.592907,926659.8749
,2007,CA,TCU,652,GOLDEN,CDF,20070816,20070817,1,10,7615,1,main fire,66,65.6298981,2846.944461,265594.7207
,2007,CA,TCU,651,ORVIS,CDF,20070816,20070816,1,10,7609,1, ,540,534.9829712,13654.3602,2165000.081
,2007,CA,TCU,666,ITALIAN,CDF,20070822,20070828,1,14,7830,1,20090305,102,102.2799988,3003.509262,413913.5327
,2007,CA,TCU,746,SHELLEY,CDF,20070915,20070915,6,2,8668,1,"total swag perimeter, drawn 5 months later, Feb '08",104,103.7549973,2773.240862,419879.8177
,2007,CA,TUU,0,HORSE,CDF,20070528,20070530,1,7,57010,1, ,410,434.7890015,6368.121068,1759528.751
,2007,CA,TUU,0,SHANNON,CDF,20070603,20070604,2,2,59400,1, ,2140,2141,18073.25251,8664316.719
,2007,CA,SNF,52,SOURCE,USF,20070826,20070828,7,1,52,1, ,12,12.5742998,947.8764869,50886.51366
,2007,CA,SNF,6,TRIMMER,USF,20070525,20070526,6,9,6,1, ,186,193.5110016,4439.743663,783111.0844
,2007,CA,SQF,41,VISTA,USF,20070822,20070824,1,4,41,1, ,200,420.3179932,7220.184763,1700966.038
,2007,CA,ENF,46,CLOVER 2,USF,20070828,20070926,1,1,46,2, ,30,20.1611996,1659.492521,81589.43204
,2007,CA,SNF,51,ROCK,USF,20070826,20070901,1,1,51,1, ,96,85.7310028,3322.738607,346940.9902
,2007,CA,STF,75,INGALLS,USF,20071021,20071023,6,5, ,1,20090305,15,18.2458992,1195.685895,73838.6914
,2007,CA,STF,32,BUMMER,USF,20070724,20070725,1,1, ,1,20090305,50,60.4099007,4008.856301,244470.2758
,2007,CA,STF,44,DOME2,USF,20070810,20070810,6,2, ,1,20090305,120,137.6329956,3013.08587,556982.6988
,2007,CA,STF,43,NIAGARA,USF,20070809,20070809,1,4, ,1,20090305,161,161.3849945,6541.828268,653103.0571
,2007,CA,STF,78,JUPITER,USF,20071028,20071102,6,5, ,1,20090305,13,13.4020996,1366.446059,54236.50608
,2005,CA,BBD,1725,FLUME,BLM,20050703,20050703,1,8,1725,1, ,12,10.1752996,947.0080291,41178.1292
,2005,CA,BBD,2083,SIXTH,BLM,20050712,20050712,1,14,2083,1, ,74,73.5334015,3138.351842,297579.082
,2005,CA,BBD,2621,AERA,BLM,20050816,20050816,6,11,2621,1, ,12,10.1814003,920.6269364,41202.7546
,2005,CA,BBD,2712,EAGLE,BLM,20050823,20050824,1,1,2712,1, ,70,69.6504974,3625.273116,281865.5223
,2005,CA,BBD,2761,WELLS,BLM,20050827,20050828,2,1,2761,1, ,120,120.2060013,3294.732289,486457.7841
,2005,CA,BBD,0000B31Y,PENO BLANC,BLM,20050807,20050807,6,2,0000B31Y,1, ,50,49.6487999,2594.33207,200921.7021
,2005,CA,BBD,0000B6M9,CARSON,BLM,20050910,20050910,6,2,0000B6M9,1, ,12,12.1392002,978.9333961,49125.77788
,2005,CA,BBD,0000BWC2,PENN,BLM,20050625,20050625,6,11,0000BWC2,1, ,60,60.7711983,1833.823992,245932.4603
,2005,CA,BBD,0000BXY8,MARSHES,BLM,20050701,20050701,1,11,0000BXY8,1, ,21,76.2978973,3140.873061,308766.6298
,2005,CA,BBD,162386,GOLDEN,BLM,20050805,20050805,2,2,162386,1, ,74.8,74.7608032,2276.519824,302546.2134
,2005,CA,FKU,5337,APRICOT,CDF,20050517,20050518,1,4,5337,1, ,600,667.1229858,7395.087754,2699749.703
,2005,CA,KRN,0000BV3Q,FAYE,CCO,20050623,20050624,1,14,0000BV3Q,1, ,20,19.1438007,1336.329688,77472.3919
,2005,CA,MMU,150,152 FIRE,CDF,20050614,20050614,7,14,10674,1, ,224,193.6130066,6445.140855,783522.4539
,2005,CA,MMU,116,600 FIRE,CDF,20050601,20050601,6,14,9721,1, ,32,48.6722984,2753.959886,196969.7616
,2005,CA,MMU,195,800 FIRE,CDF,20050630,20050630,6,14,11807,1, ,43,44.3504982,1749.717799,179480.1247
,2005,CA,MMU,201,810 FIRE,CDF,20050701,20050701,6,2,11875,1, ,60,52.0727997,2047.961615,210731.0907
,2005,CA,MMU,250,ALTMAN,CDF,20050731,20050731,6,2,14248,1, ,24,43.6613998,1723.291802,176691.2367
,2005,CA,MMU,199,BAILEY,CDF,20050702,20050702,1,14,11965,1, ,740,1024.540039,10120.88909,4146162.718
,2005,CA,MMU,366,BATES,CDF,20050926,20050926,6,1,18585,1, ,21,23.1627998,1226.611859,93736.64091
,2005,CA,MMU,270,BLANCO,CDF,20050807,20050807,6,2,14846,1, ,35,19.7145004,1300.476152,79781.80182
,2005,CA,MMU,442,BUCKEYE,CDF,20051112,20051112,6,18,21667,1, ,20,20.0382004,1193.298458,81091.56432
,2005,CA,MMU,317,COTTONWOOD,CDF,20050901,20050901,6,10,16693,1, ,150,152.1139984,3393.097979,615581.678
,2005,CA,MMU,256,COWPIE,CDF,20050801,20050801,6,9,14337,1, ,3200,4983.379883,27880.05123,20167034.84
,2005,CA,MMU,253,DINOSAUR,CDF,20050731,20050731,6,14,14257,1, ,31,45.7178993,2232.188429,185013.7734
,2005,CA,MMU,124,DOS AMIGOS,CDF,20050603,20050603,6,10,9861,1, ,1232,746.0349731,10196.39656,3019095.263
,2005,CA,MMU,309,ENGINEERS,CDF,20050829,20050829,6,2,16440,1, ,225,239.3999939,7324.866125,968817.525
,2005,CA,MMU,167,HENSLEY,CDF,20050620,20050620,6,7,11087,1, ,20,18.7849007,1117.139251,76019.85823
,2005,CA,MMU,329,HORSESHOE,CDF,20050906,20050906,6,14,17079,1, ,160,439.6099854,6510.840623,1779037.71
,2005,CA,MMU,348,LA PALOMA,CDF,20050920,20050920,1,1,18135,1, ,700,751.3079834,9725.335984,3040435.175
,2005,CA,MMU,363,LAGUNA,CDF,20050926,20050926,6,14,18557,1, ,308,260.2890015,4526.109742,1053352.736
,2005,CA,MMU,249,LAGUNA 2,CDF,20050730,20050730,6,10,14173,1, ,447,545.0050049,7013.778061,2205557.436
,2005,CA,MMU,360,LIGHTNING,CDF,20050926,20050926,1,1,18530,1, ,19,21.3159008,1770.4024,86262.20163
,2005,CA,MMU,347,LOS BANOS,CDF,20050920,20050920,6,1,18117,1, ,900,942.117981,7970.480498,3812615.894
,2005,CA,MMU,218,MERVEL,CDF,20050709,20050709,6,14,12522,1, ,10,9.2372599,921.443172,37381.87319
,2005,CA,MMU,470,MILLERTON,CDF,20051126,20051126,6,1,22608,1, ,21,29.1961002,1577.094269,118152.3602
,2005,CA,MMU,182,MYERS,CDF,20050626,20050626,6,10,11578,1, ,45,91.9192963,3181.752124,371984.2646
,2005,CA,MMU,106,MYSTERY,CDF,20050525,20050525,6,14,9205,1, ,60,21.7425003,1349.257258,87988.76111
,2005,CA,MMU,238,NOBLE,CDF,20050721,20050721,1,1,13462,1, ,80,155.5700073,4103.527338,629571.2404
,2005,CA,MMU,357,PRESTON,CDF,20050925,20050925,1,14,18489,1, ,77,75.3296967,3043.415284,304848.2911
,2005,CA,MMU,241,QUARTZ,CDF,20050725,20050727,1,14,13780,1, ,550,547.3610229,7195.833482,2215089.78
,2005,CA,MMU,364,RATTLESNAKE,CDF,20050926,20050926,1,1,18582,1, ,33,23.4044991,1536.595872,94714.58452
,2005,CA,MMU,222,SAN LUIS,CDF,20050711,20050711,6,10,12642,1, ,200,332.2600098,6147.980226,1344607.294
,2005,CA,MMU,326,STUMPFIELD,CDF,20050904,20050904,6,4,16903,1, ,31,11.4569998,1063.230665,46364.85026
,2005,CA,MMU,338,URROTIA,CDF,20050915,20050915,1,14,17739,1, ,400,420.4240112,9862.542938,1701397.19
,2005,CA,MMU,132,WRIGHT,CDF,20050608,20050608,1,14,10258,1, ,17,29.4974003,1755.272998,119371.5777
,2005,CA,AEU,266,JACKSON,CDF,20050726,20050726,5,10,11459,1, ,22,21.2357006,1249.701745,85937.69693
,2005,CA,TCU,356,HWY 4 #3,CDF,20050621,20050621,1,10,4717,1, ,70,62.5920982,3375.832576,253301.3415
,2005,CA,TCU,373,PG&E #7,CDF,20050625,20050625,1,11,4866,1, ,59,58.8074989,2717.551528,237985.4502
,2005,CA,FKU,70,Five,CDF,20050604,20050605,8,1,6116,1, ,5114,2371.550049,15638.6239,9597306.302
,2005,CA,TCU,676,GRUNDER,CDF,20050912,20050912,1,10,7949,1, ,136,136.6230011,3735.98354,552894.0228
,2005,CA,TCU,891,PG&E #15,CDF,20051108,20051108,2,11,9815,1, ,139,146.2429962,4515.083148,591824.6965
,2005,CA,TCU,548,WENTZEL,CDF,20050801,20050801,2,2,6468,1, ,356,387.1849976,9939.685568,1566881.669
,2005,CA,TCU,268,BRANDT,CDF,20050601,20050601,1,2,4096,1, ,50,71.0038986,2951.990987,287342.4355
,2005,CA,SCU,150,UPRR_FIRE8_,CDF,20050713,20050713,1,6,2800,1, ,13,12.7261,1377.945743,51500.88879
,2005,CA,SCU,149,UPRR_FIRE7_,CDF,20050713,20050713,1,6,2799,1, ,1,0.477393,296.3995009,1931.940634
,2005,CA,SCU,148,UPRR_FIRE6,CDF,20050713,20050713,1,6,2798,1, ,1,0.635238,389.2463894,2570.715389
,2005,CA,SCU,147,UPRR_FIRE5_,CDF,20050713,20050713,1,6,2797,1, ,8,7.9310398,800.0455257,32095.77256
,2005,CA,SCU,146,UPRR_FIRE4_,CDF,20050713,20050713,1,6,2796,1, ,9,9.07586,750.0432203,36728.68552
,2005,CA,SCU,145,UPRR_FIRE3_,CDF,20050713,20050713,1,6,2795,1, ,5,5.4450002,617.7346104,22035.12832
,2005,CA,SCU,144,UPRR_FIRE2_,CDF,20050713,20050713,1,6,2794,1, ,5,4.5552301,716.8112189,18434.37806
,2005,CA,SCU,143,UPRR_FIRE_,CDF,20050713,20050713,1,6,2793,1, ,10,10.2245998,995.7581473,41377.46327
,1924,CA,ENF,000013C2,PI PI-INDIAN DIGGING,USF,19240818,0,0,9,0,1, ,0,8947.790039,28275.26809,36210405.39
,1926,CA,SNF,8, ,USF,19260000,0,0,14,0,1, ,0,4926.600098,23354.60727,19937225.59
,1926,CA,SNF,10, ,USF,19260000,0,0,14,0,1, ,0,2134.689941,14346.68596,8638797.247
,1926,CA,SNF,12, ,USF,19260000,0,0,14,0,1, ,0,81.6998978,2430.62697,330627.6835
,1926,CA,SNF,13, ,USF,19260000,0,0,14,0,1, ,0,149.1470032,2962.606777,603577.5405
,1926,CA,SNF,14, ,USF,19260000,0,0,14,0,1, ,0,91.8780975,2328.943787,371817.398
,1911,CA,SNF,1, ,USF,19110000,0,0,14,0,1, ,0,308.2640076,4554.321399,1247498.458
,1911,CA,SNF,2, ,USF,19110000,0,0,1,0,1, ,0,419.394989,5666.305933,1697233.054
,1917,CA,SQF,50, ,USF,19170000,0,0,1,0,1, ,0,649.0859985,6920.820847,2626757.262
,1917,CA,SQF,62, ,USF,19170000,0,0,9,0,1, ,0,9.0220003,721.1989159,36510.7544
,1917,CA,SQF,10, ,USF,19170000,0,0,9,0,1, ,0,321.8959961,4558.612963,1302666.806
,1929,CA,SNF,2, ,USF,19290000,0,0,14,0,1, ,0,9023.179688,33678.28031,36515496.9
,2005,CA,MMU,1532, ,CDF,20050626,0,0,14,0,1, ,0,544.7730103,6761.06655,2204617.152
,2006,CA,BBD,0000CLK4,FAY,BLM,20060518,20060518,1,9,161041,1, ,32.9,32.9277992,2353.202636,133254.0897
,1910,CA,SQF,1, ,USF,19100000,0,0,14,0,1, ,0,842.7869873,7282.780192,3410636.592
,1974,CA,KRN,127,JOHN & ELVA FERGUSON,CCO,19740428,0,0,14,805,1, ,0,318.1069946,4667.663839,1287332.089
,1974,CA,KRN,453,KEENE #1,CCO,19740723,0,0,14,2298,1, ,0,1038.800049,9441.427496,4203877.09
,1970,CA,MMU,34,WYLIE,CDF,19700817,0,0,9,0,1, ,0,340.3410034,6378.245031,1377311.369
,1970,CA,MMU,4,LONG RIDGE,CDF,19700518,0,0,9,0,1, ,0,597.8040161,7729.189765,2419227.993
,1970,CA,SNF,54, ,USF,19700000,0,0,1,0,1, ,0,72.7684021,2466.277211,294483.3219
,1964,CA,AEU,48,JOSES SERIES,CDF,19640705,0,0,14,0,1, ,0,679.6090088,13400.30693,2750280.372
,1964,CA,SNF,34, ,USF,19640000,0,0,14,0,1, ,0,179.3679962,4374.304579,725878.2557
,1964,CA,SNF,39, ,USF,19640000,0,0,9,0,1, ,0,407.678009,5896.28981,1649813.39
,1964,CA,SNF,60, ,USF,19640000,0,0,1,0,1, ,0,46.5031013,2098.234722,188191.491
,1964,CA,INF,5402, ,USF,19640000,0,0,1,0,1, ,0,86.3330994,2641.695574,349377.7115
,1929,CA,ENF,9,MUD SPRINGS,USF,19290521,0,0,14,0,1, ,0,18.9057999,1142.864519,76508.91946
,1929,CA,ENF,000066C2,MEADOW LAKE,USF,19291006,0,0,1,0,1, ,0,186.3350067,7367.769618,754072.6556
,1961,CA,SCU,15,STATE PARK #2,CDF,19610713,0,0,14,0,1, ,0,1241.369995,13718.81833,5023665.852
,1961,CA,AEU,71,SUTTER CREEK,CDF,19610902,0,0,14,0,1, ,0,965.7739868,9017.663625,3908350.385
,1966,CA,TCU,29,LOMBARDI,CDF,19660520,0,0,14,0,1, ,0,290.0020142,5266.724861,1173595.746
,1917,CA,SQF,60, ,USF,19170000,0,0,9,0,1, ,0,329.4339905,4648.291355,1333173.009
,1917,CA,SQF,20, ,USF,19170000,0,0,1,0,1, ,0,28.0827999,1340.797294,113647.0278
,1917,CA,SQF,61, ,USF,19170000,0,0,1,0,1, ,0,431.4450073,5345.00355,1745996.567
,1917,CA,SQF,37, ,USF,19170000,0,0,1,0,1, ,0,10.2770004,798.0609671,41589.47437
,1917,CA,SQF,57, ,USF,19170000,0,0,1,0,1, ,0,672.6870117,7884.157906,2722266.279
,1917,CA,SQF,6, ,USF,19170000,0,0,9,0,1, ,0,64.1625977,2394.013365,259656.7926
,1917,CA,SQF,48, ,USF,19170000,0,0,9,0,1, ,0,42.6259995,1620.062488,172501.3518
,1917,CA,SQF,4, ,USF,19170000,0,0,9,0,1, ,0,15.5010996,974.6769432,62730.54807
,1917,CA,SQF,28, ,USF,19170000,0,0,9,0,1, ,0,1615.869995,13665.10541,6539211.046
,1919,CA,SNF,7, ,USF,19190000,0,0,1,0,1, ,0,43.9957008,1597.644692,178044.4362
,1919,CA,SNF,8, ,USF,19190000,0,0,14,0,1, ,0,196.0700073,3829.207256,793466.6272
,1919,CA,SNF,9, ,USF,19190000,0,0,14,0,1, ,0,140.852005,2906.116004,570007.5975
,1919,CA,SNF,10, ,USF,19190000,0,0,1,0,1, ,0,144.3099976,3296.956956,584001.0429
,1919,CA,SNF,11, ,USF,19190000,0,0,14,0,1, ,0,125.9229965,2859.358915,509593.7447
,1919,CA,SNF,12, ,USF,19190000,0,0,14,0,1, ,0,205.1999969,3910.618915,830416.4486
,1951,CA,MMU,92,C.C. COOK,CDF,19510531,0,0,14,0,1, ,0,356.2160034,6859.265809,1441553.321
,1951,CA,TUU,428,GILL #2,CDF,19510603,0,0,14,0,1, ,0,628.6409912,5744.059719,2544020.043
,1951,CA,MMU,0000009A,MERCED #7,CDF,19510902,0,0,14,0,1, ,0,4252.470215,16180.99197,17209139.38
,1911,CA,SNF,26, ,USF,19110000,0,0,14,0,1, ,0,104.6900024,2891.382609,423665.3533
,1911,CA,SNF,27, ,USF,19110000,0,0,14,0,1, ,0,161.9089966,3368.613727,655222.4804
,1911,CA,SNF,28, ,USF,19110000,0,0,14,0,1, ,0,113.560997,2770.286347,459564.1099
,1911,CA,SNF,29, ,USF,19110000,0,0,14,0,1, ,0,104.4489975,2697.424421,422688.4235
,1911,CA,SNF,8, ,USF,19110000,0,0,14,0,1, ,0,11238.7998,35918.50374,45481676.27
,1952,CA,TCU,91,CALAVERITAS,CDF,19520901,0,0,14,0,1, ,0,1259.130005,10537.80648,5095534.451
,1952,CA,MMU,58,CATHAY VALLEY MT.,CDF,19520926,0,0,14,0,1, ,0,808.4390259,8553.571416,3271636.642
,1925,CA,SQF,79, ,USF,19250000,0,0,1,0,1, ,0,38.7941017,1914.481096,156994.2548
,1925,CA,SQF,71, ,USF,19250000,0,0,1,0,1, ,0,4.9654198,572.6414546,20094.34186
,1925,CA,SQF,109, ,USF,19250000,0,0,1,0,1, ,0,18.9624004,1114.074238,76737.94282
,1925,CA,TUU,2,UNKNOWN,CDF,19250000,0,0,14,0,1, ,26.69,26.6928005,1799.999446,108022.1083
,1925,CA,TUU,1,UNKNOWN,CDF,19250000,0,0,14,0,1, ,466.66,466.6740112,6962.619308,1888563.169
,1955,CA,TCU,42,ROLLERI,CDF,19550801,0,0,14,0,1, ,0,240.423996,5299.386256,972962.8402
,1960,CA,SCU,3,WOLFSEN'S,CDF,19600612,0,0,14,0,1, ,0,655.5029907,7544.016833,2652726.377
,2005,CA,SCU,171,TESLA,CDF,20050719,20050720,2,7,2920,1, ,6440,6440.359863,40293.8458,26063195.42
,2005,CA,SCU,10331,CON ASSIST 11_DOLAN,LRA,20050705,20050705,1,7,2671,1, ,78,77.5812988,2799.833693,313960.4943
,2005,CA,SCU,10333,CON ASST 13_DIAMOND,LRA,20050706,20050706,1,7,2685,1, ,163,162.6660004,5474.789131,658287.2527
,2005,CA,SCU,274,MEAT_TRUCK,CDF,20050827,20050827,1,10,3663,1, ,249,248.8139954,4886.828232,1006913.649
,2005,CA,SCU,172,BRUNS,CDF,20050719,20050719,1,14,2922,1, ,445,445.1960144,8126.924814,1801644.485
,2005,CA,SCU,115,BRAGDON,CDF,20050701,20050703,1,14,2567,1, ,311,311.3630066,8523.226824,1260039.356
,2005,CA,SCU,66,AIRPORT_VASCO,CDF,20050604,20050605,1,10,2142,1, ,347,347.855011,7375.886188,1407720.92
,2005,CA,SCU,107,BYRON,CDF,20050629,20050629,1,14,2509,1, ,202,202.8289948,4867.663831,820818.7334
,2005,CA,TUU,139,RED,CDF,20050727,20050728,8,14,8868,1, ,870,764.7639771,8221.267333,3094890.939
,2005,CA,TUU,103,MILLWOOD,CDF,20050707,20050707,8,14,7505,1, ,2600,2901.620117,14138.33428,11742437.96
,2005,CA,KRN,5013311,HWY 65,CCO,20050524,20050524,7,14,5013311,1, ,450.44,450.4509888,5522.383501,1822908.822
,2005,CA,KRN,5013633,SHERWOOD,CCO,20050527,20050527,7,14,5013633,1, ,230.12,230.1309967,4686.751623,931305.4704
,2005,CA,KRN,5017703,CARO,CCO,20050703,20050703,7,3,5017703,1, ,639.03,639.0510254,7694.979185,2586145.661
,2005,CA,KRN,5019633,ELK,CCO,20050717,20050717,7,9,5019633,1, ,358.68,358.6839905,7558.318691,1451542.68
,2005,CA,KRN,5020692,BLUE,CCO,20050726,20050726,7,14,5020692,1, ,774.84,774.8640137,10049.90509,3135763.551
,2005,CA,KRN,5018658,SPRING,CCO,20050708,20050710,7,10,5018658,1, ,828.38,828.3779907,9302.702594,3352325.963
,2005,CA,KRN,5019434,STATION,CCO,20050715,20050715,7,10,5019434,1, ,208.29,208.3000031,4681.1904,842961.5005
,2005,CA,KRN,5022629,AQUEDUCT,CCO,20050813,20050813,7,9,5022629,1, ,410.6,410.6080017,5805.168812,1661670.474
,2005,CA,KRN,5026521,PINE,CCO,20050921,20050921,7,1,5026521,1, ,1814.43,1814.479981,17891.40363,7342927.447
,2005,CA,KRN,5033346,RIDGE,CCO,20051127,20051128,7,7,5033346,1, ,659.09,659.1060181,11997.86111,2667305.68
,2005,CA,KRN,5027065,CRANE,CCO,20050925,20050926,7,11,5027065,1, ,412.8,412.802002,7208.947541,1670550.191
,2005,CA,KNP,15,COMB,NPS,20050722,20051201,2,1,15,2, ,9753.94,9756.469727,54413.54204,39483018.47
,2005,CA,KNP,19,EAST CREEK,NPS,20050730,20051022,1,1,19,2, ,2.4,2.4019101,502.7503613,9720.191747
,2005,CA,KNP,44,CABIN,NPS,20051024,20051210,1,1,44,2, ,14.6,14.6013002,1545.091341,59089.54406
,2005,CA,YNP,3715,BACKDOOR,NPS,20050825,20050826,1,14,3715,1, ,81.33,81.2731018,2959.649581,328900.7474
,2005,CA,YNP,4384,HARDEN WFU,NPS,20050926,20051104,2,1,4384,2, ,83.7,83.6508026,3404.535787,338522.7063
,2005,CA,YNP,2737,ECHO WFU,NPS,20050721,20050927,2,1,2737,2, ,133.2,133.1620026,4237.442334,538886.6102
,2005,CA,YNP,2810,CRYSTAL WFU,NPS,20050721,20050927,2,1,2810,2, ,104.74,104.7099991,4403.367249,423744.8997
,2005,CA,YNP,3133,BUENA VISTA WFU,NPS,20050721,20050927,2,1,3133,2, ,121.03,120.9779968,3422.965724,489579.7053
,2005,CA,YNP,4276,WAPAMA WFU,NPS,20050926,20051104,2,1,4276,2, ,1058.02,1057.319946,10884.59083,4278820.236
,2005,CA,YNP,4277,LAUEREL WFU,NPS,20050926,20051104,2,1,4277,2, ,477.5,477.1910095,8857.187433,1931123.606
,2004,CA,YNP,1891,SMOKEY WFU,NPS,20040627,20040808,1,1,1891,2, ,26.83,26.8155994,1941.68378,108518.8785
,2004,CA,YNP,1962,MEADOW WFU,NPS,20040630,20040730,7,1,1962,2, ,5033.36,5031.160156,31288.86493,20360369.27
,2005,CA,SQF,35,WISHON,USF,20050727,20050727,1,9,0,1, ,22,39.1575012,1588.051621,158464.6239
,1918,CA,SQF,78, ,USF,19180000,0,0,9,0,1, ,0,22.9566994,1190.165625,92902.40931
,1918,CA,SQF,25, ,USF,19180000,0,0,1,0,1, ,0,553.4219971,6304.427245,2239619.568
,1918,CA,SQF,79, ,USF,19180000,0,0,9,0,1, ,0,748.1060181,8320.748142,3027477.567
,1918,CA,SQF,7, ,USF,19180000,0,0,9,0,1, ,0,656.052002,6334.095337,2654948.379
,1915,CA,LPF,206, ,USF,19150000,0,0,14,0,1, ,0,265.6659851,4124.010554,1075111.229
,1915,CA,LPF,208, ,USF,19150000,0,0,14,0,1, ,0,670.0300293,6594.100012,2711514.276
,1915,CA,LPF,12, ,USF,19150000,0,0,9,0,1, ,0,143.6620026,2998.58552,581379.1251
,1915,CA,LPF,16, ,USF,19150000,0,0,9,0,1, ,0,78.6277008,2186.97947,318194.8288
,1915,CA,LPF,42, ,USF,19150000,0,0,14,0,1, ,0,1046.26001,7674.602798,4234058.923
,1925,CA,SNF,1, ,USF,19250000,0,0,14,0,1, ,0,518.9140015,6030.51206,2099971.017
,1925,CA,SNF,2, ,USF,19250000,0,0,14,0,1, ,0,2305.540039,13314.37513,9330171.443
,1925,CA,SNF,3, ,USF,19250000,0,0,1,0,1, ,0,271.4379883,5446.603485,1098469.146
,1925,CA,SNF,4, ,USF,19250000,0,0,1,0,1, ,0,415.6889954,5430.740314,1682234.201
,1925,CA,SNF,5, ,USF,19250000,0,0,14,0,1, ,0,4972.549805,18696.92717,20123200.82
